danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,name
0.639,0.531,-14.632,0,0.0407,0.393,0.285,0.672,97.074,"Chalte Chalte - Jatin-Lalit, Udbhav, Manohar Shetty, Anand Bakshi"
0.512,0.479,-10.765,0,0.0378,0.765,0.0648,0.856,97.205,"Tujhe Dekha To - Lata Mangeshkar, Kumar Sanu"
0.623,0.749,-10.703,0,0.0697,0.694,0.116,0.903,106.205,Ruk Ja O Dil Deewane - Udit Narayan
0.701,0.638,-3.711,1,0.302,0.492,0.153,0.813,177.867,"Mere Liye Tum Kaafi Ho (From Shubh Mangal Zyada Saavdhan) - Ayushmann Khurrana, Tanishk-Vayu"
0.559,0.318,-11.106,0,0.0317,0.857,0.11,0.684,80.242,"Chura Liya Hai Tumne Jo Dil Ko (From Yaadon Ki Baaraat) - Asha Bhosle, Mohammed Rafi"
0.619,0.429,-7.867,1,0.028,0.738,0.136,0.545,90.058,"Saibo - Sachin-Jigar, Shreya Ghoshal, Tochi Raina"
0.56,0.512,-7.185,0,0.0333,0.592,0.056,0.39,123.991,"Pal Pal Dil Ke Paas- Title Track - Arijit Singh, Parampara Tandon"
0.46,0.444,-6.217,1,0.123,0.714,0.0881,0.7,74.977,Mera Mann Kehne Laga - Falak Shabbir
0.562,0.775,-5.951,1,0.275,0.241,0.284,0.884,89.979,Dil Luteya Feat. Apache Indian - Jazzy B
0.57,0.55,-8.343,1,0.035,0.524,0.0921,0.435,117.999,"Kalank (Title Track) - Pritam, Arijit Singh"
0.7,0.343,-10.474,1,0.0308,0.767,0.0789,0.488,137.864,"Jashn-E-Bahaaraa - A.R. Rahman, Javed Ali"
0.537,0.604,-7.576,1,0.054,0.757,0.322,0.41,173.915,"Ek Ladki Ko Dekha Toh Aisa Laga (From Ek Ladki Ko Dekha Toh Aisa Laga) - Darshan Raval, Rochak Kohli"
0.515,0.519,-11.197,1,0.0397,0.323,0.0566,0.582,89.499,"Na Tum Jano Na Hum - Lucky Ali, Ramya"
0.63,0.63,-7.525,1,0.0364,0.295,0.0934,0.517,107.103,"Mitwa - Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali"
0.638,0.785,-2.612,1,0.044,0.185,0.245,0.515,91.101,"Lut Gaye - Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi"
0.645,0.721,-9.9,0,0.0378,0.126,0.197,0.709,148.906,"Jo Haal Dil Ka - Kumar Sanu, Alka Yagnik"
0.637,0.573,-6.69,0,0.0491,0.279,0.0617,0.704,90.017,"Bol Na Halke Halke - Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Mahalakshmi Iyer, Gulzar"
0.693,0.638,-6.715,1,0.0498,0.354,0.0972,0.747,90.005,"Sajde - Pritam, KK, Sunidhi Chauhan"
0.82,0.503,-9.416,1,0.098,0.0725,0.0642,0.622,91.07,"Gela Gela Gela - Adnan Sami, Sunidhi Chauhan"
0.531,0.787,-5.24,1,0.0452,0.548,0.0813,0.693,88.943,"Jhumritalaiyya - Pritam, Arijit Singh, Mohan Kannan"
0.41,0.394,-7.986,1,0.0336,0.453,0.104,0.196,149.341,"Inn Lamhon Ke Daaman Mein - A.R. Rahman, Sonu Nigam, Madhushree"
0.661,0.463,-8.59,1,0.0402,0.501,0.0789,0.408,91.003,"Dhun Laagi - Siddharth Amit Bhavsar, Malhar Thakar, Maulik Nayak, Aarohi Patel"
0.836,0.51,-10.091,0,0.371,0.713,0.101,0.56,151.499,"Manike Mage Hithe - Chamath Sangeeth, Yohani, Satheeshan"
0.721,0.628,-5.546,1,0.0409,0.61,0.108,0.514,81.008,"Raataan Lambiyan - Tanishk Bagchi, Jubin Nautiyal, Asees Kaur"
0.809,0.653,-7.303,0,0.0775,0.0984,0.0789,0.702,100.008,Tenu Le Ke - omer inayat
0.389,0.586,-5.235,1,0.0452,0.537,0.177,0.419,77.984,"Maaeri - Palash Sen, Euphoria"
0.512,0.752,-4.857,0,0.0534,0.305,0.708,0.428,127.965,"Ik Vaari Aa (From Raabta) - Pritam, Arijit Singh"
0.751,0.669,-6.532,0,0.0359,0.342,0.0822,0.359,119.014,"Doobey (From Gehraiyaan) - OAFF, Savera, Lothika, Kausar Munir"
0.309,0.299,-9.039,0,0.0334,0.554,0.0899,0.193,126.424,"Gehraiyaan Title Track - OAFF, Savera, Lothika, Ankur Tewari"
0.679,0.663,-6.279,0,0.051,0.0221,0.351,0.511,123.985,"Beqaaboo - OAFF, Savera, Shalmali Kholgade, Kausar Munir"
0.751,0.669,-6.532,0,0.0359,0.342,0.0822,0.359,119.014,"Doobey - OAFF, Savera, Lothika, Kausar Munir"
0.19,0.261,-12.34,1,0.034,0.95,0.132,0.168,183.832,"Gehraiyaan Reprise - OAFF, Savera, Mohit Chauhan, Lothika, Ankur Tewari"
0.417,0.482,-9.475,1,0.0439,0.614,0.115,0.205,84.16,"Satrangi Re - Arijit Singh, Dawn Cordo"
0.537,0.677,-7.191,1,0.0277,0.0866,0.415,0.357,100.023,"Vhalam Aavo Ne - Jigardan Gadhavi, Malhar Thakar, Maulik Nayak, Aarohi Patel"
0.782,0.694,-5.356,0,0.0733,0.482,0.757,0.601,119.036,Nit Khair Manga - Rahat Fateh Ali Khan
0.714,0.596,-6.206,0,0.043,0.0657,0.0625,0.669,91.991,"Pasoori - Shae Gill, Ali Sethi"
0.561,0.709,-10.247,1,0.0484,0.232,0.0992,0.509,115.006,"Aashayein - KK, Salim Merchant"
0.782,0.812,-6.363,1,0.0334,0.00481,0.0619,0.23,128.04,"Love You Zindagi - Club Mix - Amit Trivedi, Alia Bhatt"
0.688,0.701,-7.505,1,0.0298,0.06,0.271,0.385,110.019,"Love You Zindagi - Amit Trivedi, Jasleen Royal"
0.552,0.769,-4.504,0,0.0465,0.497,0.112,0.702,86.957,"Bulleya (From Ae Dil Hai Mushkil) - Pritam, Amit Mishra, Shilpa Rao"
0.488,0.403,-7.004,1,0.0272,0.598,0.434,0.495,131.496,"Bolna (From Kapoor & Sons (Since 1921)) - Tanishk Bagchi, Arijit Singh, Asees Kaur"
0.567,0.577,-6.197,0,0.0264,0.628,0.132,0.217,101.99,"Muskurane (From Citylights) - Romantic - Jeet Gannguli, Arijit Singh"
0.539,0.441,-10.422,0,0.0394,0.509,0.113,0.372,81.067,"Tumhi Dekho Naa - Shankar-Ehsaan-Loy, Sonu Nigam, Alka Yagnik"
0.515,0.519,-11.197,1,0.0397,0.323,0.0566,0.582,89.499,"Na Tum Jano Na Hum - Lucky Ali, Ramya"
0.727,0.885,-7.073,1,0.0642,0.179,0.108,0.454,119.977,"Beedi (From Omkara) - Sunidhi Chauhan, Sukhwinder Singh, Nachiketa Chakravorty, Clinton Cerejo"
0.701,0.864,-3.955,1,0.035,0.36,0.16,0.819,120.055,Tu Jaane Na (From Ajab Prem Ki Ghazab Kahani) - Atif Aslam
0.685,0.773,-5.331,1,0.0308,0.548,0.193,0.541,119.987,"Tera Hone Laga Hoon (From Ajab Prem Ki Ghazab Kahani) - Atif Aslam, Alisha Chinai, Pritam"
0.764,0.863,-5.414,0,0.0416,0.00269,0.27,0.92,132.021,"Where's the Party Tonight - Shankar-Ehsaan-Loy, Shaan, Vasundhara Das, Loy Mendonsa, Shankar Mahadevan"
0.59,0.875,-5.294,1,0.171,0.45,0.164,0.736,96.915,"Bole Chudiyan - Jatin-Lalit, Amit Kumar, Sonu Nigam, Alka Yagnik, Udit Narayan, Kavita Krishnamurthy"
0.547,0.554,-11.165,1,0.0374,0.602,0.0735,0.848,91.386,"Kuch Kuch Hota Hai - Jatin-Lalit, Udit Narayan, Alka Yagnik"
0.627,0.838,-8.168,1,0.0406,0.22,0.122,0.728,138.856,"Bin Tere Sanam (From Yaara Dildara) - Udit Narayan, Kavita Krishnamurthy"
0.726,0.323,-12.599,0,0.0372,0.588,0.0951,0.481,121.958,"Ae Ajnabi (From Dil Se) - Udit Narayan, Mahalakshmi Iyer"
0.695,0.504,-14.057,0,0.115,0.0944,0.269,0.345,91.022,"Satarangi Re (From Dil Se) - Sonu Nigam, Kavita Krishnamurthy"
0.633,0.691,-5.851,1,0.0557,0.329,0.134,0.57,80.002,"Suraj Hua Maddham (From Kabhi Khushi Kabhie Gham) - Sandesh Shandilya, Sonu Nigam, Alka Yagnik"
0.432,0.695,-8.022,1,0.111,0.732,0.274,0.513,116.153,"Shukran Allah (From Kurbaan) - Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant"
0.73,0.944,-3.48,0,0.164,0.266,0.0354,0.657,113.309,"Nagada Sang Dhol - Shreya Ghoshal, Osman Mir"
0.567,0.793,-5.715,0,0.052,0.254,0.0378,0.395,158.084,Agar Tum Mil Jao - From Zeher - Shreya Ghoshal
0.602,0.874,-8.529,0,0.0377,0.521,0.113,0.691,103.198,"Tip Tip Barsa Paani (From Mohra) - Udit Narayan, Alka Yagnik"
0.608,0.689,-8.29,0,0.0834,0.697,0.337,0.842,130.654,"Zara Sa Jhoom Loon Main (From Dilwale Dulhania Le Jayenge) - Asha Bhosle, Abhijeet"
0.562,0.696,-7.612,1,0.0397,0.628,0.172,0.722,93.801,"Neele Neele Ambar Par - Male Version - Kalyanji-Anandji, Kishore Kumar"
0.438,0.46,-11.431,0,0.0329,0.863,0.0511,0.488,109.129,O Mere Dil Ke Chain - From Mere Jeevan Saathi - Kishore Kumar
0.468,0.37,-11.753,0,0.0363,0.467,0.0398,0.786,129.34,"Pyar Hua Iqrar Hua - From Shree 420 - Manna Dey, Lata Mangeshkar"
0.665,0.908,-4.804,1,0.188,0.0503,0.0798,0.694,98.811,"Say Shava Shava - Aadesh Shrivastava, Sudesh Bhosle, Alka Yagnik, Sunidhi Chauhan, Amitabh Bachchan, Udit Narayan"
0.514,0.574,-5.788,1,0.0312,0.402,0.0965,0.4,75.89,"Surili Akhiyon Wale (From Veer) - Rahat Fateh Ali Khan, Suzanne D'Mello"
0.679,0.622,-8.514,0,0.0328,0.272,0.106,0.483,98.028,Pani Da Rang Male (From Vicky Donor) - Ayushmann Khurrana
0.501,0.649,-5.972,1,0.0337,0.633,0.154,0.472,159.817,"Sab Tera - Shraddha Kapoor, Armaan Malik"
0.717,0.415,-9.875,0,0.0302,0.637,0.0976,0.379,100.021,"Enna Sona (From OK Jaanu) - A.R. Rahman, Arijit Singh"
0.442,0.716,-6.3,1,0.047,0.468,0.452,0.387,89.869,Galliyan - Ankit Tiwari
0.493,0.533,-6.549,1,0.0276,0.745,0.132,0.246,95.044,"Sun Mere Humsafar - Akhil Badrinath, Ki Dulhania"
0.513,0.384,-8.773,1,0.027,0.708,0.13,0.265,91.265,Chingari Koi Bhadke - From Amar Prem - Kishore Kumar
0.473,0.575,-7.958,1,0.0295,0.755,0.179,0.593,107.176,Aanewala Pal Janewala Hai - From Golmaal - Kishore Kumar
0.705,0.591,-9.549,0,0.217,0.839,0.0968,0.768,139.782,Mere Samnewali Khidki Mein - Happy - From Padosan - Kishore Kumar
0.491,0.397,-12.736,1,0.0395,0.854,0.222,0.648,125.228,Dream Girl - From Dream Girl - Kishore Kumar
0.563,0.455,-7.01,0,0.0551,0.808,0.154,0.892,120.784,Ek Ladki Bheegi Bhagi Si - From Chalti Ka Naam Gaadi - Kishore Kumar
0.42,0.494,-10.997,1,0.034,0.886,0.336,0.555,116.04,Yeh Sham Mastani - From Kati Patang - Kishore Kumar
0.657,0.941,-3.919,0,0.061,0.0476,0.0797,0.879,136.202,"Jai Ho! (You Are My Destiny) - A.R. Rahman, The Pussycat Dolls, Nicole Scherzinger"
0.429,0.763,-5.91,1,0.107,0.524,0.127,0.668,100.835,"Kabhi Khushi Kabhie Gham - Jatin-Lalit, Lata Mangeshkar"
0.729,0.505,-9.236,1,0.323,0.229,0.0975,0.723,148.435,"Radha Kaise Na Jale - A.R. Rahman, Asha Bhosle, Udit Narayan, Vaishali Samant"
0.758,0.877,-5.047,1,0.0806,0.138,0.085,0.707,108.011,"Banno (From Tannu Weds Manu Returns) - Brijesh Shandilya, Swati Sharma"
0.495,0.654,-6.639,0,0.0679,0.713,0.165,0.35,123.896,"Ae Dil Hai Mushkil Title Track (From Ae Dil Hai Mushkil) - Pritam, Arijit Singh"
0.854,0.788,-4.473,0,0.0909,0.452,0.217,0.955,102.968,Ghani Bawri (From Tanu Weds Manu Returns) - Jyoti Noora
0.586,0.936,-2.843,1,0.207,0.218,0.113,0.649,128.987,"Tu Hi Toh Hai (From Holiday) - Pritam, Benny Dayal"
0.432,0.695,-8.022,1,0.111,0.732,0.274,0.513,116.153,"Shukran Allah - Salim-Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant"
0.468,0.737,-7.274,1,0.0765,0.726,0.0655,0.572,79.448,"Sajdaa - Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma"
0.542,0.486,-10.58,1,0.0322,0.587,0.0627,0.848,81.789,Ek Ladki Ko Dekha - Kumar Sanu
0.635,0.268,-15.073,0,0.0895,0.594,0.316,0.62,143.771,Zara Zara - Bombay Jayashri
0.702,0.86,-3.969,1,0.0346,0.36,0.133,0.83,120.045,Tu Jaane Na (From Ajab Prem Ki Ghazab Kahani) - Atif Aslam
0.651,0.552,-10.108,0,0.0337,0.446,0.0667,0.621,108.071,"Dil Kya Kare (From Dil Kya Kare) - Jatin-Lalit, Udit Narayan, Alka Yagnik"
0.824,0.623,-7.62,0,0.189,0.453,0.208,0.876,118.039,Ye Ishq Hai (From Jab We Met) - Shreya Ghoshal
0.476,0.788,-4.821,0,0.0448,0.24,0.106,0.747,90.066,"Channa Mereya (From Ae Dil Hai Mushkil) - Pritam, Arijit Singh"
0.693,0.896,-4.114,1,0.0682,0.31,0.195,0.854,126.995,"Radha (From Jab Harry Met Sejal) - Pritam, Shahid Mallya, Sunidhi Chauhan"
0.517,0.667,-6.123,1,0.0332,0.61,0.147,0.535,152.038,"Soch Na Sake - Amaal Mallik, Arijit Singh"
0.581,0.659,-6.607,0,0.0385,0.348,0.149,0.758,111.986,Sanam Re - Divya Khosla Kumar
0.536,0.903,-5.501,0,0.307,0.155,0.0641,0.657,129.967,"Aahun Aahun - Master Saleem, Neeraj Shridhar, Suzanne D'Mello"
0.64,0.529,-6.205,1,0.0279,0.611,0.118,0.391,119.909,"Soniyo - From the Heart - Raju Singh, Krishna Beura"
0.41,0.633,-6.989,1,0.0378,0.513,0.116,0.344,101.461,"In Dino - Pritam, Soham"
0.626,0.778,-11.277,0,0.0468,0.186,0.109,0.813,123.005,Ya Ali - Version 1 - Zubeen Garg
0.788,0.675,-13.249,1,0.166,0.244,0.0731,0.558,90.001,Chaiyya Chaiyya - Sukhwinder Singh & Sapana Awasthi
0.747,0.81,-8.352,0,0.0541,0.0688,0.0592,0.937,130.012,"I Hate Luv Storys (From I Hate Luv Storys) - Vishal-Shekhar, Vishal Dadlani"
0.753,0.51,-11.425,1,0.0314,0.222,0.0817,0.585,119.968,Tujhe Dekh Dekh - From Kalyug - Rahat Fateh Ali Khan
0.69,0.533,-9.741,1,0.0342,0.157,0.121,0.399,119.924,"Jiya Dhadak Dhadak Jaye - Faisal Rafi, Rohail Hyat, Rahat Fateh Ali Khan"
0.494,0.712,-6.605,0,0.0346,0.195,0.108,0.386,156.059,"Ae Zindagi Gale Laga Le - Take, 1 - Ilaiyaraaja, Amit Trivedi, Arijit Singh"
0.722,0.944,-4.995,0,0.143,0.0393,0.0747,0.728,109.008,Twist - Neeraj Shridhar
0.721,0.351,-11.438,0,0.0378,0.637,0.0972,0.457,121.953,E Ajnabi - Udit Narayan & Mahalaxshmi
0.535,0.368,-9.103,0,0.0299,0.648,0.0911,0.684,80.918,Chura Liya Hai Tumne - R. D. Burman
0.471,0.549,-6.863,1,0.0303,0.63,0.0792,0.655,105.861,Yeh Kya Hua - From Amar Prem - Kishore Kumar
0.506,0.315,-10.438,1,0.0316,0.979,0.626,0.398,110.703,"Kabhi Kabhi Mere Dil Mein - From Kabhi Kabhie - Mukesh, Lata Mangeshkar"
0.674,0.456,-8.077,0,0.0567,0.489,0.0931,0.452,127.049,Kehna Hi Kya - Bombay / Soundtrack Version - K. S. Chithra
0.477,0.467,-8.398,0,0.0353,0.544,0.0908,0.512,120.995,Pal Pal Dil Ke Paas - From Blackmail - Kishore Kumar
0.448,0.787,-3.722,1,0.112,0.111,0.103,0.666,167.997,"Teri Ore (From Singh Is Kinng) - Rahat Fateh Ali Khan, Shreya Ghoshal"
0.65,0.912,-5.898,0,0.186,0.191,0.38,0.546,130.906,"Song: Dola Re - Kavita Krishnamurthy, Shreya Ghoshal, KK"
0.623,0.595,-6.342,1,0.0331,0.363,0.353,0.418,78.029,"Zehnaseeb (From Hasee Toh Phasee) - Vishal-Shekhar, Chinmayi, Shekhar Ravjiani"
0.771,0.553,-13.063,1,0.197,0.189,0.042,0.924,125.043,Phir Milenge Chalte Chalte - Sonu Nigam
0.658,0.871,-6.339,1,0.0539,0.0706,0.192,0.689,90.039,Maine Payal Hai Chhankai - Falguni Pathak
0.445,0.188,-13.885,1,0.0336,0.158,0.0958,0.357,99.718,"Tu Hi Re - Bombay / Soundtrack Version - Hariharan, Kavita Krishnamurthy"
0.558,0.572,-7.723,0,0.0429,0.257,0.0689,0.337,94.105,"Mora Piya - Aadesh Shrivastava, Shashi, Rosalie Nicholson"
0.378,0.419,-9.876,1,0.0293,0.93,0.121,0.455,94.68,"Tere Bina Zindagi Se - From Aandhi - Lata Mangeshkar, Kishore Kumar"
0.599,0.653,-7.576,0,0.122,0.362,0.144,0.678,79.968,"Jab Se Tere Naina - Monty Sharma, Shaan"
0.767,0.503,-13.424,1,0.0828,0.12,0.158,0.483,141.996,"Jiya Jale (From Dil Se) - Lata Mangeshkar, M. G. Sreekumar"
0.667,0.341,-11.183,1,0.0254,0.614,0.119,0.6,97.5,"Piyu Bole (From Parineeta) - Sonu Nigam, Shreya Ghoshal"
0.557,0.508,-9.002,1,0.0326,0.556,0.187,0.401,122.999,"Agar Tum Saath Ho - Arijit Singh, Alka Yagnik, Prokumar"
0.371,0.668,-7.269,0,0.0497,0.636,0.294,0.403,87.458,"Gerua (From Dilwale) - Pritam, Arijit Singh, Antara Mitra"
0.571,0.734,-6.059,0,0.0402,0.463,0.128,0.552,118.881,Tu Hi Meri Shab Hai - KK
0.621,0.704,-5.293,0,0.0236,0.101,0.185,0.366,99.942,Tanha Dil - Shaan
0.407,0.497,-8.292,1,0.0398,0.45,0.129,0.764,102.649,"Saawariya - Monty Sharma, Shail Hada"
0.805,0.67,-13.187,1,0.0601,0.0493,0.203,0.916,122.992,Kay Sera Sera (From Pukar) - Kavita Krishnamurthy
0.818,0.93,-2.982,1,0.247,0.33,0.658,0.831,113.988,"The Breakup Song - Pritam, Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz"
0.606,0.601,-5.576,1,0.0283,0.796,0.127,0.453,125.961,"Hawayein (From Jab Harry Met Sejal) - Pritam, Arijit Singh"
0.714,0.823,-5.38,0,0.1,0.248,0.0483,0.727,96.021,"Challa - Pritam, Babbu Maan, Suzanne D'Mello"
0.522,0.74,-7.018,1,0.0465,0.558,0.144,0.732,92.618,"Tere Naina (From My Name Is Khan) - Shankar-Ehsaan-Loy, Shafqat Amanat Ali"
0.703,0.666,-8.901,0,0.0356,0.587,0.0924,0.943,98.214,"Saajanji Ghar Aaye - Kavita Krishnamurthy, Kumar Sanu, Alka Yagnik"
0.527,0.521,-6.837,0,0.0272,0.631,0.158,0.266,143.892,"Khamoshiyan (From Khamoshiyan) - Jeet Gannguli, Arijit Singh"
0.644,0.84,-3.753,1,0.172,0.39,0.246,0.818,95.11,"Pinga (From Bajirao Mastani) - Shreya Ghoshal, Vaishali Made"
0.489,0.575,-11.64,0,0.047,0.533,0.238,0.579,100.212,"Ho Gaya Hai Tujhko To Pyar Sajna - From Dilwale Dulhania Le Jayenge - Lata Mangeshkar, Udit Narayan"
0.591,0.531,-8.677,0,0.0472,0.629,0.499,0.478,80.971,"Meherbaan (From Bang Bang) - Vishal-Shekhar, Ash King, Shilpa Rao, Shekhar Ravjiani"
0.532,0.533,-10.033,0,0.0345,0.517,0.107,0.286,129.887,Tose Naina Lage - Anwar
0.666,0.771,-6.017,1,0.0281,0.537,0.124,0.774,125.978,"Hawayein - Film Version - Pritam, Arijit Singh"
0.582,0.45,-14.308,1,0.0656,0.142,0.0847,0.669,183.498,Chaand Taare (From Yes Boss) - Abhijeet
0.618,0.568,-11.283,0,0.082,0.445,0.0376,0.643,164.006,"Dil Ne Yeh Kaha Hain Dil Se - Nadeem Shravan, Sonu Nigam, Alka Yagnik, Sameer"
0.626,0.825,-8.171,1,0.0411,0.209,0.251,0.716,138.862,"Bin Tere Sanam (From Yaara Dildara) - Udit Narayan, Alka Yagnik"
0.507,0.568,-10.229,1,0.0483,0.625,0.069,0.781,154.883,"Tujhe Yaad Na Meri Aayee - Jatin-Lalit, Udit Narayan, Alka Yagnik, Manpreet Akhtar"
0.569,0.827,-7.586,0,0.11,0.777,0.37,0.882,98.4,"Mehndi Laga Ke Rakhna (From Dilwale Dulhania Le Jayenge) - Lata Mangeshkar, Udit Narayan"
0.564,0.867,-6.21,1,0.121,0.361,0.262,0.815,88.919,"Bheegi Si Bhaagi Si (From Raajneeti) - Pritam, Mohit Chauhan, Antara Mitra"
0.664,0.384,-16.858,0,0.0749,0.63,0.146,0.687,149.946,Dilko Tumse Pyar Hua - Roop Kumar Rathod
0.677,0.444,-6.997,1,0.0296,0.754,0.308,0.516,79.996,"Iktara (From Wake Up Sid) - Male Version - Amit Trivedi, Tochi Raina, Amitabh Bhattacharya, Raman Mahadevan"
0.434,0.551,-8.396,0,0.0307,0.658,0.0749,0.582,110.23,O Mere Dil Ke Chain (From Mere Jeevan Saathi) - Kishore Kumar
0.9,0.6,0.0,0,0.0,90.0,0.0,0.0,0.0,Variable
